kind,size,size_kb,path
support/container,56.0 KiB,56,/Users/yaniv/Library/Application Support/segment
support/container,56.0 KiB,56,/Users/yaniv/Library/Application Support/Slack/Session Storage
support/container,56.0 KiB,56,/Users/yaniv/Library/Containers/com.apple.omniSearch.SearchToolExtension
support/container,56.0 KiB,56,/Users/yaniv/Library/Containers/com.apple.Home.HomeWidget
support/container,52.0 KiB,52,/Users/yaniv/Library/Application Support/Firefox/Crash Reports
support/container,52.0 KiB,52,/Users/yaniv/Library/Application Support/LM Studio/Shared Dictionary
support/container,52.0 KiB,52,/Users/yaniv/Library/Application Support/Cursor/Shared Dictionary
support/container,52.0 KiB,52,/Users/yaniv/Library/Application Support/Rancher Desktop/Shared Dictionary
support/container,52.0 KiB,52,/Users/yaniv/Library/Application Support/segment/ewjp2RGpYO4hHSErQ3lBOOjnR0YqolJo
support/container,52.0 KiB,52,/Users/yaniv/Library/Application Support/Codex/Shared Dictionary
support/container,52.0 KiB,52,/Users/yaniv/Library/Application Support/Code/Shared Dictionary
support/container,52.0 KiB,52,/Users/yaniv/Library/Application Support/Code - Insiders/Service Worker
support/container,52.0 KiB,52,/Users/yaniv/Library/Application Support/Code - Insiders/Shared Dictionary
support/container,52.0 KiB,52,/Users/yaniv/Library/Application Support/Slack/Shared Dictionary
support/container,52.0 KiB,52,/Users/yaniv/Library/Application Support/Dock
support/container,52.0 KiB,52,/Users/yaniv/Library/Containers/com.apple.ScreenTimeAgent
support/container,52.0 KiB,52,/Users/yaniv/Library/Containers/com.apple.contacts.donation-agent
support/container,52.0 KiB,52,/Users/yaniv/Library/Containers/com.apple.CharacterPaletteIM
support/container,48.0 KiB,48,/Users/yaniv/Library/Application Support/Dia/RemoteAssetDirectory
support/container,48.0 KiB,48,/Users/yaniv/Library/Containers/com.apple.FaceTime.FaceTimeNotificationCenterService
support/container,48.0 KiB,48,/Users/yaniv/Library/Containers/com.apple.WorkflowKit.ShortcutsViewService
support/container,48.0 KiB,48,/Users/yaniv/Library/Containers/com.apple.notificationcenterui
support/container,48.0 KiB,48,/Users/yaniv/Library/Containers/com.apple.aiml.mlpt.FedStats.MLHostPlugin
support/container,48.0 KiB,48,/Users/yaniv/Library/Containers/com.apple.Siri
support/container,48.0 KiB,48,/Users/yaniv/Library/Containers/com.apple.Dictionary
support/container,48.0 KiB,48,/Users/yaniv/Library/Containers/com.apple.siri.SiriSuggestionsLightHousePlugin
support/container,48.0 KiB,48,/Users/yaniv/Library/Containers/net.whatsapp.WhatsApp.ServiceExtension
cache-like,44.0 KiB,44,/Users/yaniv/Library/Caches/com.apple.chrono
cache-like,44.0 KiB,44,/Users/yaniv/Library/Caches/com.apple.chrono/widget-relevance-cache
cache-like,44.0 KiB,44,/Users/yaniv/Library/Caches/com.apple.AppleMediaServices/Storage
support/container,44.0 KiB,44,/Users/yaniv/Library/Application Support/Comet/TpcdMetadata
support/container,44.0 KiB,44,/Users/yaniv/Library/Application Support/iTerm2/SavedState
support/container,44.0 KiB,44,/Users/yaniv/Library/Containers/com.apple.QuickTimePlayerX
support/container,44.0 KiB,44,/Users/yaniv/Library/Containers/com.apple.siri.ODDIPoirotMetricsExtension
support/container,44.0 KiB,44,/Users/yaniv/Library/Containers/com.apple.AccessibilitySettingsWidgetExtension
support/container,44.0 KiB,44,/Users/yaniv/Library/Containers/com.apple.Notes.IntentsExtension
support/container,44.0 KiB,44,/Users/yaniv/Library/Containers/com.apple.Family
cache-like,40.0 KiB,40,/Users/yaniv/Library/Caches/claude-cli-nodejs/-Users-yaniv-dev-bigdata-python-examples
cache-like,40.0 KiB,40,/Users/yaniv/Library/Caches/Adobe
cache-like,40.0 KiB,40,/Users/yaniv/Library/Caches/Adobe/Color
cache-like,40.0 KiB,40,/Users/yaniv/Library/Caches/AMSDataMigratorTool
cache-like,40.0 KiB,40,/Users/yaniv/Library/Caches/com.apple.donotdisturbd/fsCachedData
support/container,40.0 KiB,40,/Users/yaniv/Library/Application Support/Slack/WebStorage
support/container,40.0 KiB,40,/Users/yaniv/Library/Application Support/Arc/ArchiveItemsFaviconCache
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers/com.apple.siri.SiriPrivateLearningAnalytics.SiriUserSegmentation
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers/com.apple.LighthouseBitacoraFramework.BitacoraWorker
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers/com.apple.quicklook.QuickLookUIService
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers/com.apple.lighthouse.SiriTurnRestatementExtension
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers/com.apple.BKAgentService
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers/com.apple.LookupViewService
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers/com.apple.Notes.SpotlightIndexExtension
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers/com.apple.lighthouse.BiomeSELFIngestor
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers/com.apple.lighthouse.SiriCoreMetricsWorker
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers/net.whatsapp.WhatsApp.WAAppKitBridgeService
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers/com.apple.reminders.macOSIntentsExtension
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers/com.apple.shortcuts.ShortcutLiveActivityWidget
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers/com.apple.PeopleViewService.SelectPerson-iOS
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers/com.apple.SiriMetrics.SiriTurnRestatementExtension
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers/com.apple.FamilyControlsAgent
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers/com.apple.siri.metrics.ExperimentationExtension
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers/com.apple.findmy.FindMyWidgetIntentsItems
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers/com.apple.siri.ODDIPoirotExperimentationExtension
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers/com.apple.siri.metrics.AssetMetricsExtension
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers/com.apple.siri.metrics.DevicePropertiesExtension
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers/com.apple.ContinuityCaptureOnboardingUI
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers/com.apple.messages.AssistantExtension
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers/com.apple.siri.metrics.MetricsExtension
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers/com.apple.lighthouse.PnROnDeviceWorker
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers/com.apple.Internet-Accounts-Settings.extension
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers/com.apple.quicklook.ui.helper
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers/com.apple.MobileSMS.MessagesActionExtension
support/container,40.0 KiB,40,/Users/yaniv/Library/Group Containers/UBF8T346G9.com.microsoft.oneauth
support/container,40.0 KiB,40,/Users/yaniv/Library/Group Containers/UBF8T346G9.ms
support/container,36.0 KiB,36,/Users/yaniv/Library/Application Support/Slack/Service Worker
support/container,36.0 KiB,36,/Users/yaniv/Library/Application Support/ConfigurationProfiles
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.lighthouse.InferenceExtension
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.speech.MacinTalkFramework.WardaSynthesizer.x86-64
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.photos.ImageConversionService
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.controls.screenshot
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.calendar.CalendarIntentsExtension
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.poirot.MessagesAnalyticsWorker
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.speech.MacinTalkFramework.WardaSynthesizer
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.AvatarUI.AvatarPickerMemojiEditor
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.speech.MacinTalkFramework.WardaSynthesizer.arm64
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.sharing.ShareSheetUI
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.MailServiceAgent
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.AMPDeviceDiscoveryAgent
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.aiml.mlpt.FedStats.MLHostPluginClassB
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.Safari.BrowserDataImportingService
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.Keyboard-Settings.extension
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.podcasts.SpotlightIndexExtension
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.accessibility.axassetsd
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.ExtensionsSettings.DefaultExtensionEnablement
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.CoreCDPUI.CDPFollowUpExtension
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.speech.MacinTalkFramework.MacinTalkAUSP
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.controls.display
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.wallpaper.extension.aerials
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.lighthouse.IFTranscriptSELFIngestor
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.MailShortcutsExtension
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.AMSUIPaymentViewService
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.DataDetectorsLocalSources
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.SafariFoundation.CredentialProviderExtensionHelper
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.VoiceMemos.VoiceMemosSettingsWidget
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.printcenter.PrintCenterWidget
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.mail.SpotlightIndexExtension
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.MailCacheDelete
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.AvatarUI.AvatarPickerPosePicker
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.mlhost.CloudWorker
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.ManagedSettings.ManagedSettingsMacOSExtension
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.TextEdit
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.iCloudDriveCore.telemetry-disk-checker
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.facetime.NotificationViewBridgeService
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.WindowManager.controls
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.texttospeech.SiriAUSP
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.ScreenTimeWidgetApplication.ScreenTimeWidgetIntentsExtension
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.CoreRoutine.helperservice
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.notes.exchangenotesd
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.lighthouse.IFTelemetrySELFIngestor
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.siri.ODDI.MetricsExtension
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.Safari.SafariLinkExtension
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.siri.ODDIMetricsExtension
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.unilog.SearchUploadWorker
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.ax.MauiTTSSupport.MauiAUSP
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.weather.WeatherIntents
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.siri.ODDIExperimentationExtension
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.VoiceMemos.RecordWidget
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.wallpaper.extension.legacy
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers/com.apple.CalendarWidget.IntentsExtension
cache-like,32.0 KiB,32,/Users/yaniv/Library/Caches/com.apple.FileProviderDaemon.AppStoreService/fsCachedData
cache-like,32.0 KiB,32,/Users/yaniv/Library/Caches/com.apple.nbagent/fsCachedData
cache-like,32.0 KiB,32,/Users/yaniv/Library/Caches/com.apple.commerce
cache-like,32.0 KiB,32,/Users/yaniv/Library/Caches/com.oracle.java.Java-Updater/fsCachedData
cache-like,32.0 KiB,32,/Users/yaniv/Library/Logs/F5Networks
support/container,32.0 KiB,32,/Users/yaniv/Library/Application Support/com.apple.spotlight/CandidateReports
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.CloudPhotosConfiguration
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.PressAndHold
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.languageassetd
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.wallpaper.extension.macintosh
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.mlhost.TelemetryWorker
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.ax.KonaTTSSupport.KonaSynthesizer
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.wallpaper.extension.gradient
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.mobiletimer-framework.MobileTimerIntents
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.PlatformSSO.AccessKey
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.wallpaper.extension.sonoma
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.ExtensionsSettings.LegacyPluginEnablementExtension
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.MobileSMS.spotlight
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.crowdstrike.CsFalconConnector
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.parsec.SafariBrowsingAssistantWorker
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.ClassKit-Settings.extension
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.IOUIAgent
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.lighthouse.SAExtensionOrchestrator
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.unilog.SiriUploadWorker
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.aiml.RepackagingWorker
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.FollowUpSettings.FollowUpSettingsExtension
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.wallpaper.extension.sequoia
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.MediaExtensions-Settings
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.Sound-Settings.SoundIntents
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.wallpaper.extension.dynamic
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.SystemExtensions-Settings.extension
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.displaylink.DisplayLinkUserAgent
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.iBooks.iBooksSpotlightExtension
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.aiml.UnilogTelemetryWorker
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.PlatformSSOToken
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.Music.MusicCacheExtension
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.microsoft.Outlook.CalendarWidget
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.calendar.CalendarFocusConfigurationExtension
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.Photos.PhotosReliveWidgetIntents
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.wallpaper.agent.controls
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.MediaMLPluginApp.MediaMLExtension
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.NeptuneOneExtension
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.siri.GMSSELFIngestor
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.Displays-Settings.extension
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.TV.TVCacheExtension
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.speech.SpeechSynthesisServerXPC
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.DifferentialPrivacy.TelemetryAggregator
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.aiml.mlpt.FedStats.MLHostPluginClassA
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.calculator.CalculatorWidget
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.SiriUI.SiriUISetupXPC
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.systempreferences.GeneralSettings
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.LinkedNotesUIService
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.CryptoTokenKit.ctkcard.ctkcardtoken
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.dock.controls
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.unilog.search.MacMailSearchLogProcessor
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.AirPlayUIAgent
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.fskit.ModuleEnablement
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.lighthouse.BiomeLibraryEventUploader
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.parsec.SafariAssistantWorker
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.apple.contacts.ContactsCoreSpotlightExtension
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers/com.pilotmoon.scroll-reverser.launcher
cache-like,28.0 KiB,28,/Users/yaniv/Library/Caches/Mozilla
cache-like,28.0 KiB,28,/Users/yaniv/Library/Caches/Mozilla/updates
cache-like,28.0 KiB,28,/Users/yaniv/Library/Caches/com.openai.chat/com.onevcat.Kingfisher.ImageCache
cache-like,28.0 KiB,28,/Users/yaniv/Library/Caches/claude-cli-nodejs/-Users-yaniv-dev-py106
cache-like,28.0 KiB,28,/Users/yaniv/Library/Caches/com.apple.cache_delete
cache-like,28.0 KiB,28,/Users/yaniv/Library/Logs/LM Studio
cache-like,28.0 KiB,28,/Users/yaniv/Library/Saved Application State/com.sonos.macController2.savedState
support/container,28.0 KiB,28,/Users/yaniv/Library/Application Support/Microsoft Edge/CertificateRevocation
support/container,28.0 KiB,28,/Users/yaniv/Library/Application Support/Microsoft Edge/Web Notifications Deny List
support/container,28.0 KiB,28,/Users/yaniv/Library/Containers/com.apple.siri.SiriTTSService.synthesizer
support/container,28.0 KiB,28,/Users/yaniv/Library/Containers/com.apple.tonelibraryd
support/container,28.0 KiB,28,/Users/yaniv/Library/Containers/com.apple.wallpaper.extension.video
support/container,28.0 KiB,28,/Users/yaniv/Library/Containers/com.apple.QuickLookThumbnailing.extension.ThumbnailExtension-macOS
support/container,28.0 KiB,28,/Users/yaniv/Library/Containers/com.apple.ScreenSaver.Ventura
support/container,28.0 KiB,28,/Users/yaniv/Library/Containers/com.apple.LoginUserService
support/container,28.0 KiB,28,/Users/yaniv/Library/Containers/com.apple.CryptoTokenKit.pivtoken
support/container,28.0 KiB,28,/Users/yaniv/Library/Containers/com.apple.windowmanager.ShowDesktopEducation
support/container,28.0 KiB,28,/Users/yaniv/Library/Containers/com.apple.mcx.ProfileHelper
support/container,28.0 KiB,28,/Users/yaniv/Library/Containers/com.apple.OSDUIHelper
cache-like,24.0 KiB,24,/Users/yaniv/Library/Caches/com.apple.ap.PromotedContentJetService/JetPackCache
cache-like,24.0 KiB,24,/Users/yaniv/Library/Caches/com.apple.translationd/fsCachedData
cache-like,24.0 KiB,24,/Users/yaniv/Library/Caches/com.apple.iCloudNotificationAgent/fsCachedData
cache-like,24.0 KiB,24,/Users/yaniv/Library/Caches/com.apple.weatherd/fsCachedData
cache-like,24.0 KiB,24,/Users/yaniv/Library/Caches/com.datadoghq
cache-like,24.0 KiB,24,/Users/yaniv/Library/Caches/com.datadoghq/v2
support/container,24.0 KiB,24,/Users/yaniv/Library/Application Support/com.openai.atlas/system-hints-d16322da-45b7-4b7e-a1d9-318b0a3bff67
support/container,24.0 KiB,24,/Users/yaniv/Library/Application Support/Codex/sentry
support/container,24.0 KiB,24,/Users/yaniv/Library/Application Support/com.apple.NewDeviceOutreach
support/container,24.0 KiB,24,/Users/yaniv/Library/Application Support/Oracle Backup/Session Storage
support/container,24.0 KiB,24,/Users/yaniv/Library/Application Support/Adobe/GUDE
support/container,24.0 KiB,24,/Users/yaniv/Library/Application Support/Comet/FirstPartySetsPreloaded
support/container,24.0 KiB,24,/Users/yaniv/Library/Application Support/Comet/TrustTokenKeyCommitments
support/container,24.0 KiB,24,/Users/yaniv/Library/Application Support/Microsoft Edge/FirstPartySetsPreloaded
support/container,24.0 KiB,24,/Users/yaniv/Library/Application Support/Microsoft Edge/Edge Cloud Config
support/container,24.0 KiB,24,/Users/yaniv/Library/Application Support/Microsoft Edge/TrustTokenKeyCommitments
support/container,24.0 KiB,24,/Users/yaniv/Library/Application Support/Arc/ArchiveSnapshotCache
support/container,24.0 KiB,24,/Users/yaniv/Library/Application Support/iCloud
support/container,24.0 KiB,24,/Users/yaniv/Library/Application Support/iCloud/Accounts
support/container,24.0 KiB,24,/Users/yaniv/Library/Containers/com.apple.iBooksX.BooksThumbnail
cache-like,20.0 KiB,20,/Users/yaniv/Library/Caches/SentryCrash
cache-like,20.0 KiB,20,/Users/yaniv/Library/Caches/com.todesktop.230313mzl4w4u92.ShipIt
cache-like,20.0 KiB,20,/Users/yaniv/Library/Caches/com.mitchellh.ghostty/fsCachedData
cache-like,20.0 KiB,20,/Users/yaniv/Library/Caches/io.rancherdesktop.app.ShipIt
support/container,20.0 KiB,20,/Users/yaniv/Library/Application Support/obs-studio/basic
support/container,20.0 KiB,20,/Users/yaniv/Library/Application Support/obs-studio/logs
support/container,20.0 KiB,20,/Users/yaniv/Library/Application Support/LM Studio/Session Storage
support/container,20.0 KiB,20,/Users/yaniv/Library/Application Support/LM Studio/Local Storage
support/container,20.0 KiB,20,/Users/yaniv/Library/Application Support/Cursor/Session Storage
support/container,20.0 KiB,20,/Users/yaniv/Library/Application Support/Cursor/Local Storage
support/container,20.0 KiB,20,/Users/yaniv/Library/Application Support/Rancher Desktop/Session Storage
support/container,20.0 KiB,20,/Users/yaniv/Library/Application Support/com.microsoft.SharePoint-mac
support/container,20.0 KiB,20,/Users/yaniv/Library/Application Support/com.microsoft.SharePoint-mac/com.microsoft.appcenter
support/container,20.0 KiB,20,/Users/yaniv/Library/Application Support/Codex/Session Storage
support/container,20.0 KiB,20,/Users/yaniv/Library/Application Support/Code/Session Storage
support/container,20.0 KiB,20,/Users/yaniv/Library/Application Support/Comet/MEIPreload
support/container,20.0 KiB,20,/Users/yaniv/Library/Application Support/com.operasoftware.Opera/MEIPreload
support/container,20.0 KiB,20,/Users/yaniv/Library/Application Support/Code - Insiders/Session Storage
support/container,20.0 KiB,20,/Users/yaniv/Library/Application Support/Microsoft Edge/Nurturing
support/container,20.0 KiB,20,/Users/yaniv/Library/Containers/com.apple.ScreenSaver.Engine
cache-like,16.0 KiB,16,/Users/yaniv/Library/Caches/com.apple.appleaccountd/fsCachedData
cache-like,16.0 KiB,16,/Users/yaniv/Library/Caches/familycircled/fsCachedData
cache-like,16.0 KiB,16,/Users/yaniv/Library/Caches/com.apple.FeatureAccessAgent/fsCachedData
cache-like,16.0 KiB,16,/Users/yaniv/Library/Caches/MiniLauncher/fsCachedData
cache-like,16.0 KiB,16,/Users/yaniv/Library/Caches/com.apple.VideoConference
cache-like,16.0 KiB,16,/Users/yaniv/Library/Caches/com.apple.bird/fsCachedData
cache-like,16.0 KiB,16,/Users/yaniv/Library/Caches/com.apple.cloudd/fsCachedData
cache-like,16.0 KiB,16,/Users/yaniv/Library/Saved Application State/com.apple.installer.savedState
cache-like,16.0 KiB,16,/Users/yaniv/Library/Saved Application State/com.apple.DiskUtility.savedState
cache-like,16.0 KiB,16,/Users/yaniv/Library/Saved Application State/com.adobe.Reader.savedState
support/container,16.0 KiB,16,/Users/yaniv/Library/Application Support/com.openai.chat/io.sentry
support/container,16.0 KiB,16,/Users/yaniv/Library/Application Support/com.openai.atlas/aura-suggestions-d16322da-45b7-4b7e-a1d9-318b0a3bff67
support/container,16.0 KiB,16,/Users/yaniv/Library/Application Support/LM Studio/Code Cache
support/container,16.0 KiB,16,/Users/yaniv/Library/Application Support/Cursor/Code Cache
support/container,16.0 KiB,16,/Users/yaniv/Library/Application Support/Rancher Desktop/Code Cache
support/container,16.0 KiB,16,/Users/yaniv/Library/Application Support/Rancher Desktop/Local Storage
support/container,16.0 KiB,16,/Users/yaniv/Library/Application Support/Codex/Code Cache
support/container,16.0 KiB,16,/Users/yaniv/Library/Application Support/Code/Code Cache
support/container,16.0 KiB,16,/Users/yaniv/Library/Application Support/com.apple.NewDeviceOutreach/caches
support/container,16.0 KiB,16,/Users/yaniv/Library/Application Support/Oracle Backup/Code Cache
support/container,16.0 KiB,16,/Users/yaniv/Library/Application Support/Oracle Backup/Local Storage
support/container,16.0 KiB,16,/Users/yaniv/Library/Application Support/Comet/CookieReadinessList
support/container,16.0 KiB,16,/Users/yaniv/Library/Application Support/Comet/FileTypePolicies
support/container,16.0 KiB,16,/Users/yaniv/Library/Application Support/Comet/ProbabilisticRevealTokenRegistry
support/container,16.0 KiB,16,/Users/yaniv/Library/Application Support/Code - Insiders/Code Cache
support/container,16.0 KiB,16,/Users/yaniv/Library/Application Support/Slack/Code Cache
cache-like,12.0 KiB,12,/Users/yaniv/Library/Caches/com.tinyspeck.slackmacgap.ShipIt
cache-like,12.0 KiB,12,/Users/yaniv/Library/Caches/com.apple.NewDeviceOutreach/fsCachedData
cache-like,12.0 KiB,12,/Users/yaniv/Library/Caches/com.apple.VideoConference/logs
cache-like,12.0 KiB,12,/Users/yaniv/Library/Caches/com.openai.codex/fsCachedData
cache-like,12.0 KiB,12,/Users/yaniv/Library/Caches/com.apple.Family-Settings.extension/fsCachedData
cache-like,12.0 KiB,12,/Users/yaniv/Library/Caches/com.apple.ap.PromotedContentJetService/fsCachedData
cache-like,12.0 KiB,12,/Users/yaniv/Library/Logs/zoom.us/crashlog
cache-like,12.0 KiB,12,/Users/yaniv/Library/Logs/CrashReporter
cache-like,12.0 KiB,12,/Users/yaniv/Library/Logs/CrashReporter/DiagnosticLogs
cache-like,12.0 KiB,12,/Users/yaniv/Library/Saved Application State/com.f5.epi.savedState
support/container,12.0 KiB,12,/Users/yaniv/Library/Application Support/com.apple.ap.promotedcontentd/SFS
